# ForeShift Detroit - BASE DEMAND LAYER (v8)
# IMPORTANT: These are BASE scores only - BEFORE the event and weather layers.
# Final demand shown to an operator = base_score + event lift + weather adjustment,
# computed at query time in the application. Do NOT treat base_score as final demand.
# Event lift (additive) and weather (multiplicative) are applied in-app; this file is the fixed floor.
# Grain: one row per zone x concept x day x daypart. 13 zones x 9 concepts x 7 days x 4 dayparts = 3,276 rows.
# Bands: Exceptional 110-150, Peak 85-109, High 65-84, Moderate 40-64, Light 20-39, Minimal 0-19.
# Closed dayparts score 0 (Minimal) by design. CONFIDENTIAL - ForeShift LLC.
zone,concept,day,morning_base_score,morning_base_band,midday_base_score,midday_base_band,dinner_base_score,dinner_base_band,late_base_score,late_base_band
Corktown,Casual Dining,Wed,1.9,Minimal,12.1,Minimal,24.8,Light,3.3,Minimal
Corktown,Casual Dining,Thu,2.6,Minimal,15.9,Minimal,34.5,Light,5.7,Minimal
Corktown,Casual Dining,Fri,3.5,Minimal,18.9,Minimal,46.5,Moderate,10.8,Minimal
Corktown,Casual Dining,Sat,3.8,Minimal,24.0,Light,47.5,Moderate,10.1,Minimal
Corktown,Casual Dining,Sun,2.5,Minimal,17.9,Minimal,32.4,Light,2.8,Minimal
Corktown,Fast Casual,Mon,3.7,Minimal,22.3,Light,12.7,Minimal,0.0,Minimal
Corktown,Fast Casual,Tue,4.3,Minimal,25.7,Light,14.6,Minimal,0.0,Minimal
Corktown,Fast Casual,Wed,5.0,Minimal,29.7,Light,17.0,Minimal,0.0,Minimal
Corktown,Fast Casual,Thu,5.5,Minimal,30.9,Light,22.1,Light,0.0,Minimal
Corktown,Fast Casual,Fri,5.9,Minimal,32.8,Light,23.5,Light,0.0,Minimal
Corktown,Fast Casual,Sat,3.7,Minimal,24.2,Light,22.3,Light,0.0,Minimal
Corktown,Fast Casual,Sun,2.4,Minimal,16.0,Minimal,14.7,Minimal,0.0,Minimal
Corktown,Coffee Shop,Mon,15.8,Minimal,13.0,Minimal,3.5,Minimal,0.0,Minimal
Corktown,Coffee Shop,Tue,17.5,Minimal,14.4,Minimal,3.9,Minimal,0.0,Minimal
Corktown,Coffee Shop,Wed,20.2,Light,16.5,Minimal,4.5,Minimal,0.0,Minimal
Corktown,Coffee Shop,Thu,21.4,Light,18.1,Minimal,6.5,Minimal,0.0,Minimal
Corktown,Coffee Shop,Fri,21.2,Light,18.9,Minimal,9.4,Minimal,0.0,Minimal
Corktown,Coffee Shop,Sat,15.0,Minimal,18.1,Minimal,8.3,Minimal,0.0,Minimal
Corktown,Coffee Shop,Sun,9.4,Minimal,13.0,Minimal,5.6,Minimal,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Mon,7.7,Minimal,8.7,Minimal,0.6,Minimal,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Tue,8.0,Minimal,9.0,Minimal,0.6,Minimal,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Wed,9.2,Minimal,10.4,Minimal,0.7,Minimal,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Thu,11.5,Minimal,14.1,Minimal,2.0,Minimal,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Fri,14.7,Minimal,20.4,Light,4.1,Minimal,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Sat,20.9,Light,46.0,Moderate,4.9,Minimal,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Sun,17.6,Minimal,44.9,Moderate,3.3,Minimal,0.0,Minimal
Corktown,Sports Bar,Mon,0.0,Minimal,6.4,Minimal,20.4,Light,7.2,Minimal
Corktown,Sports Bar,Tue,0.0,Minimal,6.4,Minimal,19.7,Minimal,6.7,Minimal
Corktown,Sports Bar,Wed,0.0,Minimal,7.5,Minimal,23.0,Light,7.8,Minimal
Corktown,Sports Bar,Thu,0.0,Minimal,8.8,Minimal,31.8,Light,12.7,Minimal
Corktown,Sports Bar,Fri,0.0,Minimal,12.4,Minimal,35.4,Light,32.9,Light
Corktown,Sports Bar,Sat,0.0,Minimal,17.5,Minimal,38.8,Light,33.6,Light
Corktown,Sports Bar,Sun,0.0,Minimal,12.8,Minimal,35.1,Light,12.3,Minimal
Corktown,Cocktail Lounge,Mon,0.0,Minimal,0.2,Minimal,3.0,Minimal,2.6,Minimal
Corktown,Cocktail Lounge,Tue,0.0,Minimal,0.4,Minimal,5.5,Minimal,4.9,Minimal
Corktown,Cocktail Lounge,Wed,0.0,Minimal,1.0,Minimal,13.5,Minimal,12.0,Minimal
Corktown,Cocktail Lounge,Thu,0.0,Minimal,2.8,Minimal,36.1,Light,36.5,Light
Corktown,Cocktail Lounge,Fri,0.0,Minimal,2.7,Minimal,53.5,Moderate,66.5,High
Corktown,Cocktail Lounge,Sat,0.0,Minimal,2.8,Minimal,54.2,Moderate,67.3,High
Corktown,Cocktail Lounge,Sun,0.0,Minimal,0.7,Minimal,10.4,Minimal,9.2,Minimal
Eastern Market,Fine Dining,Mon,0.0,Minimal,1.8,Minimal,2.5,Minimal,0.1,Minimal
Eastern Market,Fine Dining,Tue,0.0,Minimal,4.3,Minimal,5.2,Minimal,0.3,Minimal
Eastern Market,Fine Dining,Wed,0.0,Minimal,8.7,Minimal,10.6,Minimal,0.5,Minimal
Eastern Market,Fine Dining,Thu,0.0,Minimal,16.4,Minimal,21.2,Light,1.6,Minimal
Eastern Market,Fine Dining,Fri,0.0,Minimal,17.7,Minimal,29.1,Light,3.8,Minimal
Eastern Market,Fine Dining,Sat,0.0,Minimal,21.5,Light,35.4,Light,4.7,Minimal
Eastern Market,Fine Dining,Sun,0.0,Minimal,3.3,Minimal,4.6,Minimal,0.2,Minimal
Eastern Market,Upscale Casual,Mon,0.9,Minimal,5.4,Minimal,3.6,Minimal,0.2,Minimal
Eastern Market,Upscale Casual,Tue,1.5,Minimal,8.9,Minimal,5.9,Minimal,0.3,Minimal
Eastern Market,Upscale Casual,Wed,2.4,Minimal,13.5,Minimal,9.6,Minimal,0.7,Minimal
Eastern Market,Upscale Casual,Thu,3.9,Minimal,19.9,Minimal,14.9,Minimal,1.4,Minimal
Eastern Market,Upscale Casual,Fri,5.5,Minimal,22.1,Light,21.0,Light,2.9,Minimal
Eastern Market,Upscale Casual,Sat,11.9,Minimal,41.1,Moderate,25.0,Light,3.1,Minimal
Eastern Market,Upscale Casual,Sun,4.5,Minimal,18.1,Minimal,10.2,Minimal,0.4,Minimal
Eastern Market,Casual Dining,Mon,2.7,Minimal,11.6,Minimal,5.5,Minimal,0.3,Minimal
Eastern Market,Casual Dining,Tue,3.1,Minimal,13.6,Minimal,6.4,Minimal,0.4,Minimal
Eastern Market,Casual Dining,Wed,4.0,Minimal,16.5,Minimal,8.4,Minimal,0.6,Minimal
Eastern Market,Casual Dining,Thu,5.4,Minimal,21.3,Light,11.4,Minimal,1.0,Minimal
Eastern Market,Casual Dining,Fri,7.6,Minimal,26.1,Light,15.9,Minimal,2.0,Minimal
Eastern Market,Casual Dining,Sat,10.8,Minimal,43.7,Moderate,21.4,Light,2.4,Minimal
Eastern Market,Casual Dining,Sun,6.6,Minimal,30.6,Light,13.7,Minimal,0.6,Minimal
Eastern Market,Fast Casual,Mon,7.9,Minimal,30.2,Light,4.3,Minimal,0.0,Minimal
Eastern Market,Fast Casual,Tue,9.1,Minimal,34.7,Light,4.9,Minimal,0.0,Minimal
Eastern Market,Fast Casual,Wed,10.3,Minimal,39.2,Light,5.5,Minimal,0.0,Minimal
Eastern Market,Fast Casual,Thu,11.1,Minimal,39.6,Light,7.0,Minimal,0.0,Minimal
Eastern Market,Fast Casual,Fri,12.3,Minimal,43.8,Moderate,7.7,Minimal,0.0,Minimal
Eastern Market,Fast Casual,Sat,11.2,Minimal,47.4,Moderate,10.8,Minimal,0.0,Minimal
Eastern Market,Fast Casual,Sun,6.8,Minimal,28.7,Light,6.6,Minimal,0.0,Minimal
Eastern Market,Coffee Shop,Mon,34.0,Light,17.7,Minimal,1.2,Minimal,0.0,Minimal
Eastern Market,Coffee Shop,Tue,37.6,Light,19.6,Minimal,1.3,Minimal,0.0,Minimal
Eastern Market,Coffee Shop,Wed,42.3,Moderate,22.0,Light,1.5,Minimal,0.0,Minimal
Eastern Market,Coffee Shop,Thu,43.5,Moderate,23.4,Light,2.1,Minimal,0.0,Minimal
Eastern Market,Coffee Shop,Fri,44.7,Moderate,25.4,Light,3.1,Minimal,0.0,Minimal
Eastern Market,Coffee Shop,Sat,45.6,Moderate,34.9,Light,4.0,Minimal,0.0,Minimal
Eastern Market,Coffee Shop,Sun,26.4,Light,23.2,Light,2.5,Minimal,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Mon,17.4,Minimal,12.5,Minimal,0.2,Minimal,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Tue,18.0,Minimal,13.0,Minimal,0.2,Minimal,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Wed,20.6,Light,14.8,Minimal,0.3,Minimal,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Thu,25.4,Light,19.7,Minimal,0.7,Minimal,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Fri,33.0,Light,29.1,Light,1.4,Minimal,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Sat,54.5,Moderate,76.6,High,2.0,Minimal,0.0,Minimal
Eastern Market,Breakfast / Brunch Cafe,Sun,43.8,Moderate,71.4,High,1.3,Minimal,0.0,Minimal
Eastern Market,Sports Bar,Mon,0.0,Minimal,9.3,Minimal,7.3,Minimal,1.4,Minimal
Eastern Market,Sports Bar,Tue,0.0,Minimal,9.3,Minimal,7.1,Minimal,1.3,Minimal
Eastern Market,Sports Bar,Wed,0.0,Minimal,10.7,Minimal,8.2,Minimal,1.5,Minimal
Eastern Market,Sports Bar,Thu,0.0,Minimal,12.5,Minimal,11.2,Minimal,2.4,Minimal
Eastern Market,Sports Bar,Fri,0.0,Minimal,18.0,Minimal,12.7,Minimal,6.3,Minimal
Eastern Market,Sports Bar,Sat,0.0,Minimal,28.9,Light,15.8,Minimal,7.4,Minimal
Eastern Market,Sports Bar,Sun,0.0,Minimal,20.4,Light,13.8,Minimal,2.6,Minimal
Eastern Market,Cocktail Lounge,Mon,0.0,Minimal,0.3,Minimal,1.1,Minimal,0.5,Minimal
Eastern Market,Cocktail Lounge,Tue,0.0,Minimal,0.6,Minimal,2.0,Minimal,0.9,Minimal
Eastern Market,Cocktail Lounge,Wed,0.0,Minimal,1.4,Minimal,4.9,Minimal,2.3,Minimal
Eastern Market,Cocktail Lounge,Thu,0.0,Minimal,4.1,Minimal,13.1,Minimal,7.1,Minimal
Eastern Market,Cocktail Lounge,Fri,0.0,Minimal,4.1,Minimal,19.6,Minimal,13.0,Minimal
Eastern Market,Cocktail Lounge,Sat,0.0,Minimal,4.4,Minimal,21.1,Light,14.0,Minimal
Eastern Market,Cocktail Lounge,Sun,0.0,Minimal,1.2,Minimal,4.1,Minimal,1.9,Minimal
New Center / North End,Fine Dining,Mon,0.0,Minimal,1.7,Minimal,2.7,Minimal,0.1,Minimal
New Center / North End,Fine Dining,Tue,0.0,Minimal,3.8,Minimal,5.4,Minimal,0.2,Minimal
New Center / North End,Fine Dining,Wed,0.0,Minimal,7.2,Minimal,10.3,Minimal,0.4,Minimal
New Center / North End,Fine Dining,Thu,0.0,Minimal,12.7,Minimal,19.4,Minimal,1.1,Minimal
New Center / North End,Fine Dining,Fri,0.0,Minimal,13.1,Minimal,25.5,Light,2.6,Minimal
New Center / North End,Fine Dining,Sat,0.0,Minimal,13.1,Minimal,25.6,Light,2.6,Minimal
New Center / North End,Fine Dining,Sun,0.0,Minimal,1.6,Minimal,2.6,Minimal,0.1,Minimal
New Center / North End,Upscale Casual,Mon,0.8,Minimal,5.7,Minimal,4.5,Minimal,0.2,Minimal
New Center / North End,Upscale Casual,Tue,1.2,Minimal,8.9,Minimal,7.0,Minimal,0.3,Minimal
New Center / North End,Upscale Casual,Wed,1.8,Minimal,12.5,Minimal,10.5,Minimal,0.6,Minimal
New Center / North End,Upscale Casual,Thu,2.6,Minimal,16.9,Minimal,14.9,Minimal,1.1,Minimal
New Center / North End,Upscale Casual,Fri,3.3,Minimal,16.9,Minimal,19.0,Minimal,2.1,Minimal
New Center / North End,Upscale Casual,Sat,4.5,Minimal,20.0,Light,14.4,Minimal,1.4,Minimal
New Center / North End,Upscale Casual,Sun,1.5,Minimal,7.5,Minimal,5.0,Minimal,0.2,Minimal
New Center / North End,Casual Dining,Mon,2.3,Minimal,12.7,Minimal,7.1,Minimal,0.4,Minimal
New Center / North End,Casual Dining,Tue,2.7,Minimal,14.9,Minimal,8.3,Minimal,0.4,Minimal
New Center / North End,Casual Dining,Wed,3.2,Minimal,16.9,Minimal,10.1,Minimal,0.6,Minimal
New Center / North End,Casual Dining,Thu,3.9,Minimal,19.4,Minimal,12.3,Minimal,0.9,Minimal
New Center / North End,Casual Dining,Fri,4.6,Minimal,20.5,Light,14.7,Minimal,1.4,Minimal
New Center / North End,Casual Dining,Sat,3.3,Minimal,17.2,Minimal,9.9,Minimal,0.9,Minimal
New Center / North End,Casual Dining,Sun,1.8,Minimal,10.8,Minimal,5.7,Minimal,0.2,Minimal
New Center / North End,Fast Casual,Mon,7.5,Minimal,36.5,Light,6.1,Minimal,0.0,Minimal
New Center / North End,Fast Casual,Tue,8.6,Minimal,41.7,Moderate,7.0,Minimal,0.0,Minimal
New Center / North End,Fast Casual,Wed,9.1,Minimal,44.2,Moderate,7.4,Minimal,0.0,Minimal
New Center / North End,Fast Casual,Thu,8.6,Minimal,39.1,Light,8.2,Minimal,0.0,Minimal
New Center / North End,Fast Casual,Fri,7.8,Minimal,35.5,Light,7.4,Minimal,0.0,Minimal
New Center / North End,Fast Casual,Sat,2.5,Minimal,13.4,Minimal,3.6,Minimal,0.0,Minimal
New Center / North End,Fast Casual,Sun,1.1,Minimal,5.8,Minimal,1.6,Minimal,0.0,Minimal
New Center / North End,Coffee Shop,Mon,30.7,Light,20.5,Light,1.6,Minimal,0.0,Minimal
New Center / North End,Coffee Shop,Tue,34.0,Light,22.7,Light,1.8,Minimal,0.0,Minimal
New Center / North End,Coffee Shop,Wed,36.1,Light,24.0,Light,1.9,Minimal,0.0,Minimal
New Center / North End,Coffee Shop,Thu,32.9,Light,22.7,Light,2.4,Minimal,0.0,Minimal
New Center / North End,Coffee Shop,Fri,28.2,Light,20.5,Light,3.0,Minimal,0.0,Minimal
New Center / North End,Coffee Shop,Sat,10.7,Minimal,10.5,Minimal,1.4,Minimal,0.0,Minimal
New Center / North End,Coffee Shop,Sun,4.7,Minimal,5.3,Minimal,0.7,Minimal,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Mon,12.5,Minimal,11.5,Minimal,0.2,Minimal,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Tue,13.0,Minimal,12.0,Minimal,0.3,Minimal,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Wed,14.4,Minimal,13.2,Minimal,0.3,Minimal,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Thu,16.6,Minimal,16.5,Minimal,0.7,Minimal,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Fri,19.7,Minimal,22.2,Light,1.3,Minimal,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Sat,23.0,Light,41.2,Moderate,1.3,Minimal,0.0,Minimal
New Center / North End,Breakfast / Brunch Cafe,Sun,18.9,Minimal,39.5,Light,0.9,Minimal,0.0,Minimal
New Center / North End,Sports Bar,Mon,0.0,Minimal,8.1,Minimal,7.5,Minimal,1.1,Minimal
New Center / North End,Sports Bar,Tue,0.0,Minimal,8.2,Minimal,7.4,Minimal,1.0,Minimal
New Center / North End,Sports Bar,Wed,0.0,Minimal,9.2,Minimal,8.3,Minimal,1.2,Minimal
New Center / North End,Sports Bar,Thu,0.0,Minimal,10.1,Minimal,10.7,Minimal,1.8,Minimal
New Center / North End,Sports Bar,Fri,0.0,Minimal,13.5,Minimal,11.3,Minimal,4.4,Minimal
New Center / North End,Sports Bar,Sat,0.0,Minimal,16.1,Minimal,10.4,Minimal,3.8,Minimal
New Center / North End,Sports Bar,Sun,0.0,Minimal,11.1,Minimal,8.9,Minimal,1.3,Minimal
New Center / North End,Cocktail Lounge,Mon,0.0,Minimal,0.3,Minimal,1.1,Minimal,0.4,Minimal
New Center / North End,Cocktail Lounge,Tue,0.0,Minimal,0.5,Minimal,2.0,Minimal,0.8,Minimal
New Center / North End,Cocktail Lounge,Wed,0.0,Minimal,1.1,Minimal,4.6,Minimal,1.7,Minimal
New Center / North End,Cocktail Lounge,Thu,0.0,Minimal,3.1,Minimal,11.8,Minimal,5.0,Minimal
New Center / North End,Cocktail Lounge,Fri,0.0,Minimal,3.0,Minimal,17.1,Minimal,8.8,Minimal
New Center / North End,Cocktail Lounge,Sat,0.0,Minimal,2.8,Minimal,16.0,Minimal,8.3,Minimal
New Center / North End,Cocktail Lounge,Sun,0.0,Minimal,0.7,Minimal,2.7,Minimal,1.0,Minimal
Riverfront / RiverWalk,Fine Dining,Mon,0.0,Minimal,2.0,Minimal,5.0,Minimal,0.3,Minimal
Riverfront / RiverWalk,Fine Dining,Tue,0.0,Minimal,4.7,Minimal,10.5,Minimal,0.6,Minimal
Riverfront / RiverWalk,Fine Dining,Wed,0.0,Minimal,9.4,Minimal,21.0,Light,1.2,Minimal
Riverfront / RiverWalk,Fine Dining,Thu,0.0,Minimal,17.6,Minimal,41.9,Moderate,3.7,Minimal
Riverfront / RiverWalk,Fine Dining,Fri,0.0,Minimal,19.1,Minimal,58.0,Moderate,8.9,Minimal
Riverfront / RiverWalk,Fine Dining,Sat,0.0,Minimal,21.7,Light,65.9,High,10.1,Minimal
Riverfront / RiverWalk,Fine Dining,Sun,0.0,Minimal,3.6,Minimal,9.4,Minimal,0.4,Minimal
Riverfront / RiverWalk,Upscale Casual,Mon,0.5,Minimal,6.1,Minimal,7.4,Minimal,0.5,Minimal
Riverfront / RiverWalk,Upscale Casual,Tue,0.8,Minimal,9.8,Minimal,12.0,Minimal,0.8,Minimal
Riverfront / RiverWalk,Upscale Casual,Wed,1.4,Minimal,14.7,Minimal,19.3,Minimal,1.5,Minimal
Riverfront / RiverWalk,Upscale Casual,Thu,2.1,Minimal,21.6,Light,29.7,Light,3.2,Minimal
Riverfront / RiverWalk,Upscale Casual,Fri,3.0,Minimal,24.4,Light,42.7,Moderate,7.0,Minimal
Riverfront / RiverWalk,Upscale Casual,Sat,5.7,Minimal,39.1,Light,43.7,Moderate,6.4,Minimal
Riverfront / RiverWalk,Upscale Casual,Sun,2.5,Minimal,20.1,Light,20.9,Light,1.0,Minimal
Riverfront / RiverWalk,Casual Dining,Mon,1.5,Minimal,13.1,Minimal,11.4,Minimal,0.8,Minimal
Riverfront / RiverWalk,Casual Dining,Tue,1.8,Minimal,15.2,Minimal,13.2,Minimal,1.0,Minimal
Riverfront / RiverWalk,Casual Dining,Wed,2.2,Minimal,18.4,Minimal,17.2,Minimal,1.4,Minimal
Riverfront / RiverWalk,Casual Dining,Thu,3.0,Minimal,23.2,Light,23.0,Light,2.4,Minimal
Riverfront / RiverWalk,Casual Dining,Fri,4.3,Minimal,29.3,Light,32.8,Light,4.8,Minimal
Riverfront / RiverWalk,Casual Dining,Sat,5.0,Minimal,39.5,Light,35.5,Light,4.7,Minimal
Riverfront / RiverWalk,Casual Dining,Sun,3.8,Minimal,34.3,Light,28.2,Light,1.5,Minimal
Riverfront / RiverWalk,Fast Casual,Mon,4.6,Minimal,34.8,Light,9.0,Minimal,0.0,Minimal
Riverfront / RiverWalk,Fast Casual,Tue,5.2,Minimal,39.3,Light,10.2,Minimal,0.0,Minimal
Riverfront / RiverWalk,Fast Casual,Wed,5.9,Minimal,44.2,Moderate,11.5,Minimal,0.0,Minimal
Riverfront / RiverWalk,Fast Casual,Thu,6.2,Minimal,43.7,Moderate,14.2,Minimal,0.0,Minimal
Riverfront / RiverWalk,Fast Casual,Fri,7.1,Minimal,50.2,Moderate,16.4,Minimal,0.0,Minimal
Riverfront / RiverWalk,Fast Casual,Sat,4.8,Minimal,40.3,Moderate,16.9,Minimal,0.0,Minimal
Riverfront / RiverWalk,Fast Casual,Sun,4.0,Minimal,32.9,Light,13.8,Minimal,0.0,Minimal
Riverfront / RiverWalk,Coffee Shop,Mon,19.7,Minimal,20.2,Light,2.5,Minimal,0.0,Minimal
Riverfront / RiverWalk,Coffee Shop,Tue,21.5,Light,22.1,Light,2.7,Minimal,0.0,Minimal
Riverfront / RiverWalk,Coffee Shop,Wed,24.0,Light,24.7,Light,3.1,Minimal,0.0,Minimal
Riverfront / RiverWalk,Coffee Shop,Thu,24.2,Light,25.8,Light,4.2,Minimal,0.0,Minimal
Riverfront / RiverWalk,Coffee Shop,Fri,25.8,Light,29.0,Light,6.6,Minimal,0.0,Minimal
Riverfront / RiverWalk,Coffee Shop,Sat,19.8,Minimal,30.0,Light,6.3,Minimal,0.0,Minimal
Riverfront / RiverWalk,Coffee Shop,Sun,15.2,Minimal,26.5,Light,5.2,Minimal,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Mon,9.7,Minimal,13.8,Minimal,0.5,Minimal,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Tue,10.0,Minimal,14.2,Minimal,0.5,Minimal,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Wed,11.3,Minimal,16.1,Minimal,0.5,Minimal,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Thu,13.9,Minimal,21.4,Light,1.4,Minimal,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Fri,18.4,Minimal,32.1,Light,2.9,Minimal,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Sat,26.9,Light,74.8,High,3.6,Minimal,0.0,Minimal
Riverfront / RiverWalk,Breakfast / Brunch Cafe,Sun,24.3,Light,78.1,High,2.6,Minimal,0.0,Minimal
Riverfront / RiverWalk,Sports Bar,Mon,0.0,Minimal,10.2,Minimal,14.8,Minimal,3.3,Minimal
Riverfront / RiverWalk,Sports Bar,Tue,0.0,Minimal,10.1,Minimal,14.2,Minimal,3.0,Minimal
Riverfront / RiverWalk,Sports Bar,Wed,0.0,Minimal,11.7,Minimal,16.4,Minimal,3.5,Minimal
Riverfront / RiverWalk,Sports Bar,Thu,0.0,Minimal,13.5,Minimal,22.3,Light,5.6,Minimal
Riverfront / RiverWalk,Sports Bar,Fri,0.0,Minimal,19.7,Minimal,25.5,Light,14.8,Minimal
Riverfront / RiverWalk,Sports Bar,Sat,0.0,Minimal,28.5,Light,28.7,Light,15.5,Minimal
Riverfront / RiverWalk,Sports Bar,Sun,0.0,Minimal,22.3,Light,27.8,Light,6.1,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Mon,0.0,Minimal,0.3,Minimal,2.1,Minimal,1.2,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Tue,0.0,Minimal,0.6,Minimal,4.0,Minimal,2.2,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Wed,0.0,Minimal,1.5,Minimal,9.6,Minimal,5.3,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Thu,0.0,Minimal,4.4,Minimal,25.9,Light,16.3,Minimal
Riverfront / RiverWalk,Cocktail Lounge,Fri,0.0,Minimal,4.4,Minimal,38.9,Light,30.2,Light
Riverfront / RiverWalk,Cocktail Lounge,Sat,0.0,Minimal,4.5,Minimal,39.8,Light,30.9,Light
Riverfront / RiverWalk,Cocktail Lounge,Sun,0.0,Minimal,1.3,Minimal,8.1,Minimal,4.5,Minimal
Core City / Woodbridge,Fine Dining,Mon,0.0,Minimal,1.0,Minimal,5.3,Minimal,0.5,Minimal
Core City / Woodbridge,Fine Dining,Tue,0.0,Minimal,2.3,Minimal,11.1,Minimal,1.0,Minimal
Core City / Woodbridge,Fine Dining,Wed,0.0,Minimal,4.6,Minimal,22.3,Light,2.0,Minimal
Core City / Woodbridge,Fine Dining,Thu,0.0,Minimal,8.6,Minimal,44.9,Moderate,6.2,Minimal
Core City / Woodbridge,Fine Dining,Fri,0.0,Minimal,9.2,Minimal,61.5,Moderate,14.8,Minimal
Core City / Woodbridge,Fine Dining,Sat,0.0,Minimal,10.6,Minimal,70.4,High,16.9,Minimal
Core City / Woodbridge,Fine Dining,Sun,0.0,Minimal,1.5,Minimal,8.7,Minimal,0.6,Minimal
Core City / Woodbridge,Upscale Casual,Mon,0.3,Minimal,2.9,Minimal,7.8,Minimal,0.8,Minimal
Core City / Woodbridge,Upscale Casual,Tue,0.5,Minimal,4.8,Minimal,12.8,Minimal,1.2,Minimal
Core City / Woodbridge,Upscale Casual,Wed,0.8,Minimal,7.2,Minimal,20.7,Light,2.6,Minimal
Core City / Woodbridge,Upscale Casual,Thu,1.3,Minimal,10.8,Minimal,32.5,Light,5.5,Minimal
Core City / Woodbridge,Upscale Casual,Fri,1.9,Minimal,11.9,Minimal,45.8,Moderate,11.7,Minimal
Core City / Woodbridge,Upscale Casual,Sat,3.6,Minimal,19.3,Minimal,47.6,Moderate,10.8,Minimal
Core City / Woodbridge,Upscale Casual,Sun,1.3,Minimal,8.2,Minimal,18.8,Minimal,1.4,Minimal
Core City / Woodbridge,Casual Dining,Mon,0.9,Minimal,6.3,Minimal,11.9,Minimal,1.4,Minimal
Core City / Woodbridge,Casual Dining,Tue,1.1,Minimal,7.4,Minimal,14.1,Minimal,1.6,Minimal
Core City / Woodbridge,Casual Dining,Wed,1.4,Minimal,9.1,Minimal,18.6,Minimal,2.4,Minimal
Core City / Woodbridge,Casual Dining,Thu,1.9,Minimal,11.8,Minimal,25.7,Light,4.2,Minimal
Core City / Woodbridge,Casual Dining,Fri,2.7,Minimal,14.5,Minimal,35.6,Light,8.1,Minimal
Core City / Woodbridge,Casual Dining,Sat,3.1,Minimal,19.9,Minimal,39.3,Light,8.2,Minimal
Core City / Woodbridge,Casual Dining,Sun,1.9,Minimal,13.6,Minimal,24.6,Light,2.0,Minimal
Core City / Woodbridge,Fast Casual,Mon,2.8,Minimal,16.6,Minimal,9.5,Minimal,0.0,Minimal
Core City / Woodbridge,Fast Casual,Tue,3.2,Minimal,19.2,Minimal,10.9,Minimal,0.0,Minimal
Core City / Woodbridge,Fast Casual,Wed,3.7,Minimal,22.1,Light,12.6,Minimal,0.0,Minimal
Core City / Woodbridge,Fast Casual,Thu,4.1,Minimal,22.7,Light,16.3,Minimal,0.0,Minimal
Core City / Woodbridge,Fast Casual,Fri,4.5,Minimal,25.1,Light,17.9,Minimal,0.0,Minimal
Core City / Woodbridge,Fast Casual,Sat,3.1,Minimal,20.7,Light,19.1,Minimal,0.0,Minimal
Core City / Woodbridge,Fast Casual,Sun,1.8,Minimal,12.1,Minimal,11.1,Minimal,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Mon,11.8,Minimal,9.7,Minimal,2.6,Minimal,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Tue,13.1,Minimal,10.7,Minimal,2.9,Minimal,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Wed,15.0,Minimal,12.3,Minimal,3.3,Minimal,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Thu,15.7,Minimal,13.3,Minimal,4.8,Minimal,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Fri,16.2,Minimal,14.5,Minimal,7.2,Minimal,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Sat,12.8,Minimal,15.4,Minimal,7.1,Minimal,0.0,Minimal
Core City / Woodbridge,Coffee Shop,Sun,7.1,Minimal,9.8,Minimal,4.2,Minimal,0.0,Minimal
