# ForeShift Detroit - BASE DEMAND LAYER (v8)
# IMPORTANT: These are BASE scores only - BEFORE the event and weather layers.
# Final demand shown to an operator = base_score + event lift + weather adjustment,
# computed at query time in the application. Do NOT treat base_score as final demand.
# Event lift (additive) and weather (multiplicative) are applied in-app; this file is the fixed floor.
# Grain: one row per zone x concept x day x daypart. 13 zones x 9 concepts x 7 days x 4 dayparts = 3,276 rows.
# Bands: Exceptional 110-150, Peak 85-109, High 65-84, Moderate 40-64, Light 20-39, Minimal 0-19.
# Closed dayparts score 0 (Minimal) by design. CONFIDENTIAL - ForeShift LLC.
zone,concept,day,daypart,window,base_score,base_band
Downtown Detroit (Core),Fine Dining,Mon,dinner,16:00-21:00,6.6,Minimal
Downtown Detroit (Core),Fine Dining,Mon,late,21:00-02:00,0.5,Minimal
Downtown Detroit (Core),Fine Dining,Tue,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Fine Dining,Tue,midday,11:00-16:00,5.3,Minimal
Downtown Detroit (Core),Fine Dining,Tue,dinner,16:00-21:00,13.6,Minimal
Downtown Detroit (Core),Fine Dining,Tue,late,21:00-02:00,1.0,Minimal
Downtown Detroit (Core),Fine Dining,Wed,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Fine Dining,Wed,midday,11:00-16:00,10.4,Minimal
Downtown Detroit (Core),Fine Dining,Wed,dinner,16:00-21:00,26.5,Light
Downtown Detroit (Core),Fine Dining,Wed,late,21:00-02:00,1.9,Minimal
Downtown Detroit (Core),Fine Dining,Thu,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Fine Dining,Thu,midday,11:00-16:00,19.0,Minimal
Downtown Detroit (Core),Fine Dining,Thu,dinner,16:00-21:00,51.8,Moderate
Downtown Detroit (Core),Fine Dining,Thu,late,21:00-02:00,5.7,Minimal
Downtown Detroit (Core),Fine Dining,Fri,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Fine Dining,Fri,midday,11:00-16:00,20.1,Light
Downtown Detroit (Core),Fine Dining,Fri,dinner,16:00-21:00,69.6,High
Downtown Detroit (Core),Fine Dining,Fri,late,21:00-02:00,13.4,Minimal
Downtown Detroit (Core),Fine Dining,Sat,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Fine Dining,Sat,midday,11:00-16:00,21.8,Light
Downtown Detroit (Core),Fine Dining,Sat,dinner,16:00-21:00,75.4,High
Downtown Detroit (Core),Fine Dining,Sat,late,21:00-02:00,14.5,Minimal
Downtown Detroit (Core),Fine Dining,Sun,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Fine Dining,Sun,midday,11:00-16:00,3.0,Minimal
Downtown Detroit (Core),Fine Dining,Sun,dinner,16:00-21:00,8.9,Minimal
Downtown Detroit (Core),Fine Dining,Sun,late,21:00-02:00,0.5,Minimal
Downtown Detroit (Core),Upscale Casual,Mon,morning,06:00-11:00,0.7,Minimal
Downtown Detroit (Core),Upscale Casual,Mon,midday,11:00-16:00,7.4,Minimal
Downtown Detroit (Core),Upscale Casual,Mon,dinner,16:00-21:00,10.4,Minimal
Downtown Detroit (Core),Upscale Casual,Mon,late,21:00-02:00,0.8,Minimal
Downtown Detroit (Core),Upscale Casual,Tue,morning,06:00-11:00,1.1,Minimal
Downtown Detroit (Core),Upscale Casual,Tue,midday,11:00-16:00,11.8,Minimal
Downtown Detroit (Core),Upscale Casual,Tue,dinner,16:00-21:00,16.6,Minimal
Downtown Detroit (Core),Upscale Casual,Tue,late,21:00-02:00,1.3,Minimal
Downtown Detroit (Core),Upscale Casual,Wed,morning,06:00-11:00,1.7,Minimal
Downtown Detroit (Core),Upscale Casual,Wed,midday,11:00-16:00,17.2,Minimal
Downtown Detroit (Core),Upscale Casual,Wed,dinner,16:00-21:00,25.7,Light
Downtown Detroit (Core),Upscale Casual,Wed,late,21:00-02:00,2.6,Minimal
Downtown Detroit (Core),Upscale Casual,Thu,morning,06:00-11:00,2.6,Minimal
Downtown Detroit (Core),Upscale Casual,Thu,midday,11:00-16:00,24.4,Light
Downtown Detroit (Core),Upscale Casual,Thu,dinner,16:00-21:00,38.4,Light
Downtown Detroit (Core),Upscale Casual,Thu,late,21:00-02:00,5.2,Minimal
Downtown Detroit (Core),Upscale Casual,Fri,morning,06:00-11:00,3.5,Minimal
Downtown Detroit (Core),Upscale Casual,Fri,midday,11:00-16:00,25.8,Light
Downtown Detroit (Core),Upscale Casual,Fri,dinner,16:00-21:00,51.6,Moderate
Downtown Detroit (Core),Upscale Casual,Fri,late,21:00-02:00,10.5,Minimal
Downtown Detroit (Core),Upscale Casual,Sat,morning,06:00-11:00,5.9,Minimal
Downtown Detroit (Core),Upscale Casual,Sat,midday,11:00-16:00,37.1,Light
Downtown Detroit (Core),Upscale Casual,Sat,dinner,16:00-21:00,47.4,Moderate
Downtown Detroit (Core),Upscale Casual,Sat,late,21:00-02:00,8.6,Minimal
Downtown Detroit (Core),Upscale Casual,Sun,morning,06:00-11:00,2.1,Minimal
Downtown Detroit (Core),Upscale Casual,Sun,midday,11:00-16:00,15.6,Minimal
Downtown Detroit (Core),Upscale Casual,Sun,dinner,16:00-21:00,18.6,Minimal
Downtown Detroit (Core),Upscale Casual,Sun,late,21:00-02:00,1.1,Minimal
Downtown Detroit (Core),Casual Dining,Mon,morning,06:00-11:00,2.1,Minimal
Downtown Detroit (Core),Casual Dining,Mon,midday,11:00-16:00,16.3,Minimal
Downtown Detroit (Core),Casual Dining,Mon,dinner,16:00-21:00,16.1,Minimal
Downtown Detroit (Core),Casual Dining,Mon,late,21:00-02:00,1.5,Minimal
Downtown Detroit (Core),Casual Dining,Tue,morning,06:00-11:00,2.4,Minimal
Downtown Detroit (Core),Casual Dining,Tue,midday,11:00-16:00,19.2,Minimal
Downtown Detroit (Core),Casual Dining,Tue,dinner,16:00-21:00,19.0,Minimal
Downtown Detroit (Core),Casual Dining,Tue,late,21:00-02:00,1.8,Minimal
Downtown Detroit (Core),Casual Dining,Wed,morning,06:00-11:00,3.0,Minimal
Downtown Detroit (Core),Casual Dining,Wed,midday,11:00-16:00,22.4,Light
Downtown Detroit (Core),Casual Dining,Wed,dinner,16:00-21:00,23.9,Light
Downtown Detroit (Core),Casual Dining,Wed,late,21:00-02:00,2.5,Minimal
Downtown Detroit (Core),Casual Dining,Thu,morning,06:00-11:00,3.9,Minimal
Downtown Detroit (Core),Casual Dining,Thu,midday,11:00-16:00,27.3,Light
Downtown Detroit (Core),Casual Dining,Thu,dinner,16:00-21:00,30.9,Light
Downtown Detroit (Core),Casual Dining,Thu,late,21:00-02:00,4.0,Minimal
Downtown Detroit (Core),Casual Dining,Fri,morning,06:00-11:00,5.0,Minimal
Downtown Detroit (Core),Casual Dining,Fri,midday,11:00-16:00,31.1,Light
Downtown Detroit (Core),Casual Dining,Fri,dinner,16:00-21:00,39.8,Light
Downtown Detroit (Core),Casual Dining,Fri,late,21:00-02:00,7.3,Minimal
Downtown Detroit (Core),Casual Dining,Sat,morning,06:00-11:00,4.9,Minimal
Downtown Detroit (Core),Casual Dining,Sat,midday,11:00-16:00,35.8,Light
Downtown Detroit (Core),Casual Dining,Sat,dinner,16:00-21:00,36.8,Light
Downtown Detroit (Core),Casual Dining,Sat,late,21:00-02:00,6.1,Minimal
Downtown Detroit (Core),Casual Dining,Sun,morning,06:00-11:00,3.0,Minimal
Downtown Detroit (Core),Casual Dining,Sun,midday,11:00-16:00,25.0,Light
Downtown Detroit (Core),Casual Dining,Sun,dinner,16:00-21:00,23.5,Light
Downtown Detroit (Core),Casual Dining,Sun,late,21:00-02:00,1.6,Minimal
Downtown Detroit (Core),Fast Casual,Mon,morning,06:00-11:00,6.5,Minimal
Downtown Detroit (Core),Fast Casual,Mon,midday,11:00-16:00,45.1,Moderate
Downtown Detroit (Core),Fast Casual,Mon,dinner,16:00-21:00,13.4,Minimal
Downtown Detroit (Core),Fast Casual,Mon,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Tue,morning,06:00-11:00,7.5,Minimal
Downtown Detroit (Core),Fast Casual,Tue,midday,11:00-16:00,51.8,Moderate
Downtown Detroit (Core),Fast Casual,Tue,dinner,16:00-21:00,15.4,Minimal
Downtown Detroit (Core),Fast Casual,Tue,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Wed,morning,06:00-11:00,8.2,Minimal
Downtown Detroit (Core),Fast Casual,Wed,midday,11:00-16:00,56.5,Moderate
Downtown Detroit (Core),Fast Casual,Wed,dinner,16:00-21:00,16.8,Minimal
Downtown Detroit (Core),Fast Casual,Wed,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Thu,morning,06:00-11:00,8.3,Minimal
Downtown Detroit (Core),Fast Casual,Thu,midday,11:00-16:00,53.6,Moderate
Downtown Detroit (Core),Fast Casual,Thu,dinner,16:00-21:00,20.0,Light
Downtown Detroit (Core),Fast Casual,Thu,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Fri,morning,06:00-11:00,8.3,Minimal
Downtown Detroit (Core),Fast Casual,Fri,midday,11:00-16:00,53.7,Moderate
Downtown Detroit (Core),Fast Casual,Fri,dinner,16:00-21:00,20.0,Light
Downtown Detroit (Core),Fast Casual,Fri,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Sat,morning,06:00-11:00,4.5,Minimal
Downtown Detroit (Core),Fast Casual,Sat,midday,11:00-16:00,34.2,Light
Downtown Detroit (Core),Fast Casual,Sat,dinner,16:00-21:00,16.4,Minimal
Downtown Detroit (Core),Fast Casual,Sat,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Fast Casual,Sun,morning,06:00-11:00,2.6,Minimal
Downtown Detroit (Core),Fast Casual,Sun,midday,11:00-16:00,20.0,Light
Downtown Detroit (Core),Fast Casual,Sun,dinner,16:00-21:00,9.6,Minimal
Downtown Detroit (Core),Fast Casual,Sun,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Mon,morning,06:00-11:00,27.2,Light
Downtown Detroit (Core),Coffee Shop,Mon,midday,11:00-16:00,25.7,Light
Downtown Detroit (Core),Coffee Shop,Mon,dinner,16:00-21:00,3.6,Minimal
Downtown Detroit (Core),Coffee Shop,Mon,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Tue,morning,06:00-11:00,30.2,Light
Downtown Detroit (Core),Coffee Shop,Tue,midday,11:00-16:00,28.5,Light
Downtown Detroit (Core),Coffee Shop,Tue,dinner,16:00-21:00,4.0,Minimal
Downtown Detroit (Core),Coffee Shop,Tue,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Wed,morning,06:00-11:00,32.9,Light
Downtown Detroit (Core),Coffee Shop,Wed,midday,11:00-16:00,31.1,Light
Downtown Detroit (Core),Coffee Shop,Wed,dinner,16:00-21:00,4.4,Minimal
Downtown Detroit (Core),Coffee Shop,Wed,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Thu,morning,06:00-11:00,32.0,Light
Downtown Detroit (Core),Coffee Shop,Thu,midday,11:00-16:00,31.3,Light
Downtown Detroit (Core),Coffee Shop,Thu,dinner,16:00-21:00,5.9,Minimal
Downtown Detroit (Core),Coffee Shop,Thu,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Fri,morning,06:00-11:00,30.1,Light
Downtown Detroit (Core),Coffee Shop,Fri,midday,11:00-16:00,31.0,Light
Downtown Detroit (Core),Coffee Shop,Fri,dinner,16:00-21:00,8.0,Minimal
Downtown Detroit (Core),Coffee Shop,Fri,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Sat,morning,06:00-11:00,18.6,Minimal
Downtown Detroit (Core),Coffee Shop,Sat,midday,11:00-16:00,25.8,Light
Downtown Detroit (Core),Coffee Shop,Sat,dinner,16:00-21:00,6.2,Minimal
Downtown Detroit (Core),Coffee Shop,Sat,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Coffee Shop,Sun,morning,06:00-11:00,10.4,Minimal
Downtown Detroit (Core),Coffee Shop,Sun,midday,11:00-16:00,16.6,Minimal
Downtown Detroit (Core),Coffee Shop,Sun,dinner,16:00-21:00,3.7,Minimal
Downtown Detroit (Core),Coffee Shop,Sun,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Mon,morning,06:00-11:00,12.2,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Mon,midday,11:00-16:00,15.8,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Mon,dinner,16:00-21:00,0.6,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Mon,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Tue,morning,06:00-11:00,12.7,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Tue,midday,11:00-16:00,16.5,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Tue,dinner,16:00-21:00,0.6,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Tue,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Wed,morning,06:00-11:00,14.2,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Wed,midday,11:00-16:00,18.5,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Wed,dinner,16:00-21:00,0.7,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Wed,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Thu,morning,06:00-11:00,17.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Thu,midday,11:00-16:00,24.0,Light
Downtown Detroit (Core),Breakfast / Brunch Cafe,Thu,dinner,16:00-21:00,1.7,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Thu,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Fri,morning,06:00-11:00,21.2,Light
Downtown Detroit (Core),Breakfast / Brunch Cafe,Fri,midday,11:00-16:00,33.9,Light
Downtown Detroit (Core),Breakfast / Brunch Cafe,Fri,dinner,16:00-21:00,3.5,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Fri,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Sat,morning,06:00-11:00,28.6,Light
Downtown Detroit (Core),Breakfast / Brunch Cafe,Sat,midday,11:00-16:00,72.7,High
Downtown Detroit (Core),Breakfast / Brunch Cafe,Sat,dinner,16:00-21:00,4.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Sat,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Sun,morning,06:00-11:00,23.6,Light
Downtown Detroit (Core),Breakfast / Brunch Cafe,Sun,midday,11:00-16:00,69.8,High
Downtown Detroit (Core),Breakfast / Brunch Cafe,Sun,dinner,16:00-21:00,2.7,Minimal
Downtown Detroit (Core),Breakfast / Brunch Cafe,Sun,late,21:00-02:00,0.0,Minimal
Downtown Detroit (Core),Sports Bar,Mon,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Sports Bar,Mon,midday,11:00-16:00,11.4,Minimal
Downtown Detroit (Core),Sports Bar,Mon,dinner,16:00-21:00,19.0,Minimal
Downtown Detroit (Core),Sports Bar,Mon,late,21:00-02:00,5.2,Minimal
Downtown Detroit (Core),Sports Bar,Tue,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Sports Bar,Tue,midday,11:00-16:00,11.5,Minimal
Downtown Detroit (Core),Sports Bar,Tue,dinner,16:00-21:00,18.4,Minimal
Downtown Detroit (Core),Sports Bar,Tue,late,21:00-02:00,4.9,Minimal
Downtown Detroit (Core),Sports Bar,Wed,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Sports Bar,Wed,midday,11:00-16:00,13.1,Minimal
Downtown Detroit (Core),Sports Bar,Wed,dinner,16:00-21:00,21.0,Light
Downtown Detroit (Core),Sports Bar,Wed,late,21:00-02:00,5.6,Minimal
Downtown Detroit (Core),Sports Bar,Thu,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Sports Bar,Thu,midday,11:00-16:00,14.9,Minimal
Downtown Detroit (Core),Sports Bar,Thu,dinner,16:00-21:00,28.1,Light
Downtown Detroit (Core),Sports Bar,Thu,late,21:00-02:00,8.8,Minimal
Downtown Detroit (Core),Sports Bar,Fri,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Sports Bar,Fri,midday,11:00-16:00,20.7,Light
Downtown Detroit (Core),Sports Bar,Fri,dinner,16:00-21:00,30.6,Light
Downtown Detroit (Core),Sports Bar,Fri,late,21:00-02:00,22.3,Light
Downtown Detroit (Core),Sports Bar,Sat,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Sports Bar,Sat,midday,11:00-16:00,27.9,Light
Downtown Detroit (Core),Sports Bar,Sat,dinner,16:00-21:00,32.1,Light
Downtown Detroit (Core),Sports Bar,Sat,late,21:00-02:00,21.8,Light
Downtown Detroit (Core),Sports Bar,Sun,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Sports Bar,Sun,midday,11:00-16:00,19.8,Minimal
Downtown Detroit (Core),Sports Bar,Sun,dinner,16:00-21:00,28.3,Light
Downtown Detroit (Core),Sports Bar,Sun,late,21:00-02:00,7.8,Minimal
Downtown Detroit (Core),Cocktail Lounge,Mon,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Cocktail Lounge,Mon,midday,11:00-16:00,0.4,Minimal
Downtown Detroit (Core),Cocktail Lounge,Mon,dinner,16:00-21:00,2.8,Minimal
Downtown Detroit (Core),Cocktail Lounge,Mon,late,21:00-02:00,1.9,Minimal
Downtown Detroit (Core),Cocktail Lounge,Tue,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Cocktail Lounge,Tue,midday,11:00-16:00,0.7,Minimal
Downtown Detroit (Core),Cocktail Lounge,Tue,dinner,16:00-21:00,5.1,Minimal
Downtown Detroit (Core),Cocktail Lounge,Tue,late,21:00-02:00,3.6,Minimal
Downtown Detroit (Core),Cocktail Lounge,Wed,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Cocktail Lounge,Wed,midday,11:00-16:00,1.7,Minimal
Downtown Detroit (Core),Cocktail Lounge,Wed,dinner,16:00-21:00,12.1,Minimal
Downtown Detroit (Core),Cocktail Lounge,Wed,late,21:00-02:00,8.4,Minimal
Downtown Detroit (Core),Cocktail Lounge,Thu,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Cocktail Lounge,Thu,midday,11:00-16:00,4.7,Minimal
Downtown Detroit (Core),Cocktail Lounge,Thu,dinner,16:00-21:00,31.7,Light
Downtown Detroit (Core),Cocktail Lounge,Thu,late,21:00-02:00,25.0,Light
Downtown Detroit (Core),Cocktail Lounge,Fri,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Cocktail Lounge,Fri,midday,11:00-16:00,4.6,Minimal
Downtown Detroit (Core),Cocktail Lounge,Fri,dinner,16:00-21:00,46.5,Moderate
Downtown Detroit (Core),Cocktail Lounge,Fri,late,21:00-02:00,45.2,Moderate
Downtown Detroit (Core),Cocktail Lounge,Sat,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Cocktail Lounge,Sat,midday,11:00-16:00,4.6,Minimal
Downtown Detroit (Core),Cocktail Lounge,Sat,dinner,16:00-21:00,46.1,Moderate
Downtown Detroit (Core),Cocktail Lounge,Sat,late,21:00-02:00,44.7,Moderate
Downtown Detroit (Core),Cocktail Lounge,Sun,morning,06:00-11:00,0.0,Minimal
Downtown Detroit (Core),Cocktail Lounge,Sun,midday,11:00-16:00,1.2,Minimal
Downtown Detroit (Core),Cocktail Lounge,Sun,dinner,16:00-21:00,8.4,Minimal
Downtown Detroit (Core),Cocktail Lounge,Sun,late,21:00-02:00,5.8,Minimal
Woodward Core,Neighborhood / Casual Bar,Mon,morning,06:00-11:00,0.0,Minimal
Woodward Core,Neighborhood / Casual Bar,Mon,midday,11:00-16:00,10.3,Minimal
Woodward Core,Neighborhood / Casual Bar,Mon,dinner,16:00-21:00,18.6,Minimal
Woodward Core,Neighborhood / Casual Bar,Mon,late,21:00-02:00,11.4,Minimal
Woodward Core,Neighborhood / Casual Bar,Tue,morning,06:00-11:00,0.0,Minimal
Woodward Core,Neighborhood / Casual Bar,Tue,midday,11:00-16:00,10.6,Minimal
Woodward Core,Neighborhood / Casual Bar,Tue,dinner,16:00-21:00,19.0,Minimal
Woodward Core,Neighborhood / Casual Bar,Tue,late,21:00-02:00,11.6,Minimal
Woodward Core,Neighborhood / Casual Bar,Wed,morning,06:00-11:00,0.0,Minimal
Woodward Core,Neighborhood / Casual Bar,Wed,midday,11:00-16:00,11.8,Minimal
Woodward Core,Neighborhood / Casual Bar,Wed,dinner,16:00-21:00,21.2,Light
Woodward Core,Neighborhood / Casual Bar,Wed,late,21:00-02:00,12.9,Minimal
Woodward Core,Neighborhood / Casual Bar,Thu,morning,06:00-11:00,0.0,Minimal
Woodward Core,Neighborhood / Casual Bar,Thu,midday,11:00-16:00,12.2,Minimal
Woodward Core,Neighborhood / Casual Bar,Thu,dinner,16:00-21:00,23.2,Light
Woodward Core,Neighborhood / Casual Bar,Thu,late,21:00-02:00,16.4,Minimal
Woodward Core,Neighborhood / Casual Bar,Fri,morning,06:00-11:00,0.0,Minimal
Woodward Core,Neighborhood / Casual Bar,Fri,midday,11:00-16:00,14.8,Minimal
Woodward Core,Neighborhood / Casual Bar,Fri,dinner,16:00-21:00,32.8,Light
Woodward Core,Neighborhood / Casual Bar,Fri,late,21:00-02:00,26.0,Light
Woodward Core,Neighborhood / Casual Bar,Sat,morning,06:00-11:00,0.0,Minimal
Woodward Core,Neighborhood / Casual Bar,Sat,midday,11:00-16:00,16.3,Minimal
Woodward Core,Neighborhood / Casual Bar,Sat,dinner,16:00-21:00,36.3,Light
Woodward Core,Neighborhood / Casual Bar,Sat,late,21:00-02:00,28.8,Light
Woodward Core,Neighborhood / Casual Bar,Sun,morning,06:00-11:00,0.0,Minimal
Woodward Core,Neighborhood / Casual Bar,Sun,midday,11:00-16:00,13.8,Minimal
Woodward Core,Neighborhood / Casual Bar,Sun,dinner,16:00-21:00,23.7,Light
Woodward Core,Neighborhood / Casual Bar,Sun,late,21:00-02:00,12.4,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Mon,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Mon,midday,11:00-16:00,6.4,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Mon,dinner,16:00-21:00,17.3,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Mon,late,21:00-02:00,18.2,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Tue,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Tue,midday,11:00-16:00,6.5,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Tue,dinner,16:00-21:00,17.6,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Tue,late,21:00-02:00,18.5,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Wed,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Wed,midday,11:00-16:00,7.3,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Wed,dinner,16:00-21:00,19.7,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Wed,late,21:00-02:00,20.8,Light
Greektown / Casino District,Neighborhood / Casual Bar,Thu,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Thu,midday,11:00-16:00,7.7,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Thu,dinner,16:00-21:00,22.0,Light
Greektown / Casino District,Neighborhood / Casual Bar,Thu,late,21:00-02:00,26.8,Light
Greektown / Casino District,Neighborhood / Casual Bar,Fri,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Fri,midday,11:00-16:00,9.4,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Fri,dinner,16:00-21:00,31.4,Light
Greektown / Casino District,Neighborhood / Casual Bar,Fri,late,21:00-02:00,42.9,Moderate
Greektown / Casino District,Neighborhood / Casual Bar,Sat,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Sat,midday,11:00-16:00,10.7,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Sat,dinner,16:00-21:00,35.9,Light
Greektown / Casino District,Neighborhood / Casual Bar,Sat,late,21:00-02:00,49.1,Moderate
Greektown / Casino District,Neighborhood / Casual Bar,Sun,morning,06:00-11:00,0.0,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Sun,midday,11:00-16:00,9.0,Minimal
Greektown / Casino District,Neighborhood / Casual Bar,Sun,dinner,16:00-21:00,23.3,Light
Greektown / Casino District,Neighborhood / Casual Bar,Sun,late,21:00-02:00,21.0,Light
Financial District,Neighborhood / Casual Bar,Mon,morning,06:00-11:00,0.0,Minimal
Financial District,Neighborhood / Casual Bar,Mon,midday,11:00-16:00,7.6,Minimal
Financial District,Neighborhood / Casual Bar,Mon,dinner,16:00-21:00,8.3,Minimal
Financial District,Neighborhood / Casual Bar,Mon,late,21:00-02:00,1.2,Minimal
Financial District,Neighborhood / Casual Bar,Tue,morning,06:00-11:00,0.0,Minimal
Financial District,Neighborhood / Casual Bar,Tue,midday,11:00-16:00,7.8,Minimal
Financial District,Neighborhood / Casual Bar,Tue,dinner,16:00-21:00,8.6,Minimal
Financial District,Neighborhood / Casual Bar,Tue,late,21:00-02:00,1.3,Minimal
Financial District,Neighborhood / Casual Bar,Wed,morning,06:00-11:00,0.0,Minimal
Financial District,Neighborhood / Casual Bar,Wed,midday,11:00-16:00,8.8,Minimal
Financial District,Neighborhood / Casual Bar,Wed,dinner,16:00-21:00,9.7,Minimal
Financial District,Neighborhood / Casual Bar,Wed,late,21:00-02:00,1.4,Minimal
Financial District,Neighborhood / Casual Bar,Thu,morning,06:00-11:00,0.0,Minimal
Financial District,Neighborhood / Casual Bar,Thu,midday,11:00-16:00,8.9,Minimal
Financial District,Neighborhood / Casual Bar,Thu,dinner,16:00-21:00,10.3,Minimal
Financial District,Neighborhood / Casual Bar,Thu,late,21:00-02:00,1.7,Minimal
Financial District,Neighborhood / Casual Bar,Fri,morning,06:00-11:00,0.0,Minimal
Financial District,Neighborhood / Casual Bar,Fri,midday,11:00-16:00,10.3,Minimal
Financial District,Neighborhood / Casual Bar,Fri,dinner,16:00-21:00,14.0,Minimal
Financial District,Neighborhood / Casual Bar,Fri,late,21:00-02:00,2.6,Minimal
Financial District,Neighborhood / Casual Bar,Sat,morning,06:00-11:00,0.0,Minimal
Financial District,Neighborhood / Casual Bar,Sat,midday,11:00-16:00,11.8,Minimal
Financial District,Neighborhood / Casual Bar,Sat,dinner,16:00-21:00,15.9,Minimal
Financial District,Neighborhood / Casual Bar,Sat,late,21:00-02:00,3.0,Minimal
Financial District,Neighborhood / Casual Bar,Sun,morning,06:00-11:00,0.0,Minimal
Financial District,Neighborhood / Casual Bar,Sun,midday,11:00-16:00,10.2,Minimal
Financial District,Neighborhood / Casual Bar,Sun,dinner,16:00-21:00,10.7,Minimal
Financial District,Neighborhood / Casual Bar,Sun,late,21:00-02:00,1.3,Minimal
Midtown,Neighborhood / Casual Bar,Mon,morning,06:00-11:00,0.0,Minimal
Midtown,Neighborhood / Casual Bar,Mon,midday,11:00-16:00,7.0,Minimal
