# ForeShift Detroit - BASE DEMAND LAYER (v8)
# IMPORTANT: These are BASE scores only - BEFORE the event and weather layers.
# Final demand shown to an operator = base_score + event lift + weather adjustment,
# computed at query time in the application. Do NOT treat base_score as final demand.
# Event lift (additive) and weather (multiplicative) are applied in-app; this file is the fixed floor.
# Grain: one row per zone x concept x day x daypart. 13 zones x 9 concepts x 7 days x 4 dayparts = 3,276 rows.
# Bands: Exceptional 110-150, Peak 85-109, High 65-84, Moderate 40-64, Light 20-39, Minimal 0-19.
# Closed dayparts score 0 (Minimal) by design. CONFIDENTIAL - ForeShift LLC.
zone,concept,day,daypart,window,base_score,base_band
Midtown,Breakfast / Brunch Cafe,Tue,morning,06:00-11:00,11.8,Minimal
Midtown,Breakfast / Brunch Cafe,Tue,midday,11:00-16:00,13.1,Minimal
Midtown,Breakfast / Brunch Cafe,Tue,dinner,16:00-21:00,0.5,Minimal
Midtown,Breakfast / Brunch Cafe,Tue,late,21:00-02:00,0.0,Minimal
Midtown,Breakfast / Brunch Cafe,Wed,morning,06:00-11:00,13.3,Minimal
Midtown,Breakfast / Brunch Cafe,Wed,midday,11:00-16:00,14.8,Minimal
Midtown,Breakfast / Brunch Cafe,Wed,dinner,16:00-21:00,0.6,Minimal
Midtown,Breakfast / Brunch Cafe,Wed,late,21:00-02:00,0.0,Minimal
Midtown,Breakfast / Brunch Cafe,Thu,morning,06:00-11:00,15.9,Minimal
Midtown,Breakfast / Brunch Cafe,Thu,midday,11:00-16:00,19.2,Minimal
Midtown,Breakfast / Brunch Cafe,Thu,dinner,16:00-21:00,1.5,Minimal
Midtown,Breakfast / Brunch Cafe,Thu,late,21:00-02:00,0.0,Minimal
Midtown,Breakfast / Brunch Cafe,Fri,morning,06:00-11:00,19.4,Minimal
Midtown,Breakfast / Brunch Cafe,Fri,midday,11:00-16:00,26.6,Light
Midtown,Breakfast / Brunch Cafe,Fri,dinner,16:00-21:00,3.0,Minimal
Midtown,Breakfast / Brunch Cafe,Fri,late,21:00-02:00,0.0,Minimal
Midtown,Breakfast / Brunch Cafe,Sat,morning,06:00-11:00,27.2,Light
Midtown,Breakfast / Brunch Cafe,Sat,midday,11:00-16:00,59.3,Moderate
Midtown,Breakfast / Brunch Cafe,Sat,dinner,16:00-21:00,3.5,Minimal
Midtown,Breakfast / Brunch Cafe,Sat,late,21:00-02:00,0.0,Minimal
Midtown,Breakfast / Brunch Cafe,Sun,morning,06:00-11:00,22.4,Light
Midtown,Breakfast / Brunch Cafe,Sun,midday,11:00-16:00,56.7,Moderate
Midtown,Breakfast / Brunch Cafe,Sun,dinner,16:00-21:00,2.3,Minimal
Midtown,Breakfast / Brunch Cafe,Sun,late,21:00-02:00,0.0,Minimal
Midtown,Sports Bar,Mon,morning,06:00-11:00,0.0,Minimal
Midtown,Sports Bar,Mon,midday,11:00-16:00,9.2,Minimal
Midtown,Sports Bar,Mon,dinner,16:00-21:00,16.2,Minimal
Midtown,Sports Bar,Mon,late,21:00-02:00,4.2,Minimal
Midtown,Sports Bar,Tue,morning,06:00-11:00,0.0,Minimal
Midtown,Sports Bar,Tue,midday,11:00-16:00,9.2,Minimal
Midtown,Sports Bar,Tue,dinner,16:00-21:00,15.6,Minimal
Midtown,Sports Bar,Tue,late,21:00-02:00,3.9,Minimal
Midtown,Sports Bar,Wed,morning,06:00-11:00,0.0,Minimal
Midtown,Sports Bar,Wed,midday,11:00-16:00,10.6,Minimal
Midtown,Sports Bar,Wed,dinner,16:00-21:00,18.0,Minimal
Midtown,Sports Bar,Wed,late,21:00-02:00,4.5,Minimal
Midtown,Sports Bar,Thu,morning,06:00-11:00,0.0,Minimal
Midtown,Sports Bar,Thu,midday,11:00-16:00,11.9,Minimal
Midtown,Sports Bar,Thu,dinner,16:00-21:00,23.9,Light
Midtown,Sports Bar,Thu,late,21:00-02:00,7.0,Minimal
Midtown,Sports Bar,Fri,morning,06:00-11:00,0.0,Minimal
Midtown,Sports Bar,Fri,midday,11:00-16:00,16.4,Minimal
Midtown,Sports Bar,Fri,dinner,16:00-21:00,25.7,Light
Midtown,Sports Bar,Fri,late,21:00-02:00,17.6,Minimal
Midtown,Sports Bar,Sat,morning,06:00-11:00,0.0,Minimal
Midtown,Sports Bar,Sat,midday,11:00-16:00,22.7,Light
Midtown,Sports Bar,Sat,dinner,16:00-21:00,27.8,Light
Midtown,Sports Bar,Sat,late,21:00-02:00,17.7,Minimal
Midtown,Sports Bar,Sun,morning,06:00-11:00,0.0,Minimal
Midtown,Sports Bar,Sun,midday,11:00-16:00,16.1,Minimal
Midtown,Sports Bar,Sun,dinner,16:00-21:00,24.5,Light
Midtown,Sports Bar,Sun,late,21:00-02:00,6.3,Minimal
Midtown,Cocktail Lounge,Mon,morning,06:00-11:00,0.0,Minimal
Midtown,Cocktail Lounge,Mon,midday,11:00-16:00,0.3,Minimal
Midtown,Cocktail Lounge,Mon,dinner,16:00-21:00,2.4,Minimal
Midtown,Cocktail Lounge,Mon,late,21:00-02:00,1.5,Minimal
Midtown,Cocktail Lounge,Tue,morning,06:00-11:00,0.0,Minimal
Midtown,Cocktail Lounge,Tue,midday,11:00-16:00,0.6,Minimal
Midtown,Cocktail Lounge,Tue,dinner,16:00-21:00,4.3,Minimal
Midtown,Cocktail Lounge,Tue,late,21:00-02:00,2.8,Minimal
Midtown,Cocktail Lounge,Wed,morning,06:00-11:00,0.0,Minimal
Midtown,Cocktail Lounge,Wed,midday,11:00-16:00,1.3,Minimal
Midtown,Cocktail Lounge,Wed,dinner,16:00-21:00,10.3,Minimal
Midtown,Cocktail Lounge,Wed,late,21:00-02:00,6.7,Minimal
Midtown,Cocktail Lounge,Thu,morning,06:00-11:00,0.0,Minimal
Midtown,Cocktail Lounge,Thu,midday,11:00-16:00,3.8,Minimal
Midtown,Cocktail Lounge,Thu,dinner,16:00-21:00,27.0,Light
Midtown,Cocktail Lounge,Thu,late,21:00-02:00,20.0,Light
Midtown,Cocktail Lounge,Fri,morning,06:00-11:00,0.0,Minimal
Midtown,Cocktail Lounge,Fri,midday,11:00-16:00,3.7,Minimal
Midtown,Cocktail Lounge,Fri,dinner,16:00-21:00,39.4,Light
Midtown,Cocktail Lounge,Fri,late,21:00-02:00,36.0,Light
Midtown,Cocktail Lounge,Sat,morning,06:00-11:00,0.0,Minimal
Midtown,Cocktail Lounge,Sat,midday,11:00-16:00,3.7,Minimal
Midtown,Cocktail Lounge,Sat,dinner,16:00-21:00,39.6,Light
Midtown,Cocktail Lounge,Sat,late,21:00-02:00,36.2,Light
Midtown,Cocktail Lounge,Sun,morning,06:00-11:00,0.0,Minimal
Midtown,Cocktail Lounge,Sun,midday,11:00-16:00,0.9,Minimal
Midtown,Cocktail Lounge,Sun,dinner,16:00-21:00,7.2,Minimal
Midtown,Cocktail Lounge,Sun,late,21:00-02:00,4.7,Minimal
Corktown,Fine Dining,Mon,morning,06:00-11:00,0.0,Minimal
Corktown,Fine Dining,Mon,midday,11:00-16:00,1.3,Minimal
Corktown,Fine Dining,Mon,dinner,16:00-21:00,7.0,Minimal
Corktown,Fine Dining,Mon,late,21:00-02:00,0.6,Minimal
Corktown,Fine Dining,Tue,morning,06:00-11:00,0.0,Minimal
Corktown,Fine Dining,Tue,midday,11:00-16:00,3.0,Minimal
Corktown,Fine Dining,Tue,dinner,16:00-21:00,14.6,Minimal
Corktown,Fine Dining,Tue,late,21:00-02:00,1.3,Minimal
Corktown,Fine Dining,Wed,morning,06:00-11:00,0.0,Minimal
Corktown,Fine Dining,Wed,midday,11:00-16:00,6.0,Minimal
Corktown,Fine Dining,Wed,dinner,16:00-21:00,29.3,Light
Corktown,Fine Dining,Wed,late,21:00-02:00,2.7,Minimal
Corktown,Fine Dining,Thu,morning,06:00-11:00,0.0,Minimal
Corktown,Fine Dining,Thu,midday,11:00-16:00,11.3,Minimal
Corktown,Fine Dining,Thu,dinner,16:00-21:00,58.9,Moderate
Corktown,Fine Dining,Thu,late,21:00-02:00,8.3,Minimal
Corktown,Fine Dining,Fri,morning,06:00-11:00,0.0,Minimal
Corktown,Fine Dining,Fri,midday,11:00-16:00,12.0,Minimal
Corktown,Fine Dining,Fri,dinner,16:00-21:00,80.2,High
Corktown,Fine Dining,Fri,late,21:00-02:00,19.7,Minimal
Corktown,Fine Dining,Sat,morning,06:00-11:00,0.0,Minimal
Corktown,Fine Dining,Sat,midday,11:00-16:00,13.4,Minimal
Corktown,Fine Dining,Sat,dinner,16:00-21:00,89.5,Peak
Corktown,Fine Dining,Sat,late,21:00-02:00,22.0,Light
Corktown,Fine Dining,Sun,morning,06:00-11:00,0.0,Minimal
Corktown,Fine Dining,Sun,midday,11:00-16:00,2.0,Minimal
Corktown,Fine Dining,Sun,dinner,16:00-21:00,11.4,Minimal
Corktown,Fine Dining,Sun,late,21:00-02:00,0.7,Minimal
Corktown,Upscale Casual,Mon,morning,06:00-11:00,0.4,Minimal
Corktown,Upscale Casual,Mon,midday,11:00-16:00,3.9,Minimal
Corktown,Upscale Casual,Mon,dinner,16:00-21:00,10.5,Minimal
Corktown,Upscale Casual,Mon,late,21:00-02:00,1.0,Minimal
Corktown,Upscale Casual,Tue,morning,06:00-11:00,0.7,Minimal
Corktown,Upscale Casual,Tue,midday,11:00-16:00,6.3,Minimal
Corktown,Upscale Casual,Tue,dinner,16:00-21:00,16.9,Minimal
Corktown,Upscale Casual,Tue,late,21:00-02:00,1.7,Minimal
Corktown,Upscale Casual,Wed,morning,06:00-11:00,1.1,Minimal
Corktown,Upscale Casual,Wed,midday,11:00-16:00,9.6,Minimal
Corktown,Upscale Casual,Wed,dinner,16:00-21:00,27.5,Light
Corktown,Upscale Casual,Wed,late,21:00-02:00,3.5,Minimal
Corktown,Upscale Casual,Thu,morning,06:00-11:00,1.8,Minimal
Corktown,Upscale Casual,Thu,midday,11:00-16:00,14.3,Minimal
Corktown,Upscale Casual,Thu,dinner,16:00-21:00,43.2,Moderate
Corktown,Upscale Casual,Thu,late,21:00-02:00,7.5,Minimal
Corktown,Upscale Casual,Fri,morning,06:00-11:00,2.4,Minimal
Corktown,Upscale Casual,Fri,midday,11:00-16:00,15.6,Minimal
Corktown,Upscale Casual,Fri,dinner,16:00-21:00,59.8,Moderate
Corktown,Upscale Casual,Fri,late,21:00-02:00,15.7,Minimal
Corktown,Upscale Casual,Sat,morning,06:00-11:00,4.4,Minimal
Corktown,Upscale Casual,Sat,midday,11:00-16:00,23.9,Light
Corktown,Upscale Casual,Sat,dinner,16:00-21:00,58.8,Moderate
Corktown,Upscale Casual,Sat,late,21:00-02:00,13.7,Minimal
Corktown,Upscale Casual,Sun,morning,06:00-11:00,1.7,Minimal
Corktown,Upscale Casual,Sun,midday,11:00-16:00,10.8,Minimal
Corktown,Upscale Casual,Sun,dinner,16:00-21:00,24.8,Light
Corktown,Upscale Casual,Sun,late,21:00-02:00,1.9,Minimal
Corktown,Casual Dining,Mon,morning,06:00-11:00,1.2,Minimal
Corktown,Casual Dining,Mon,midday,11:00-16:00,8.4,Minimal
Corktown,Casual Dining,Mon,dinner,16:00-21:00,16.0,Minimal
Corktown,Casual Dining,Mon,late,21:00-02:00,1.9,Minimal
Corktown,Casual Dining,Tue,morning,06:00-11:00,1.4,Minimal
Corktown,Casual Dining,Tue,midday,11:00-16:00,9.9,Minimal
Corktown,Casual Dining,Tue,dinner,16:00-21:00,18.8,Minimal
Corktown,Casual Dining,Tue,late,21:00-02:00,2.2,Minimal
Corktown,Casual Dining,Wed,morning,06:00-11:00,1.9,Minimal
Corktown,Casual Dining,Wed,midday,11:00-16:00,12.1,Minimal
Corktown,Casual Dining,Wed,dinner,16:00-21:00,24.8,Light
Corktown,Casual Dining,Wed,late,21:00-02:00,3.3,Minimal
Corktown,Casual Dining,Thu,morning,06:00-11:00,2.6,Minimal
Corktown,Casual Dining,Thu,midday,11:00-16:00,15.9,Minimal
Corktown,Casual Dining,Thu,dinner,16:00-21:00,34.5,Light
Corktown,Casual Dining,Thu,late,21:00-02:00,5.7,Minimal
Corktown,Casual Dining,Fri,morning,06:00-11:00,3.5,Minimal
Corktown,Casual Dining,Fri,midday,11:00-16:00,18.9,Minimal
Corktown,Casual Dining,Fri,dinner,16:00-21:00,46.5,Moderate
Corktown,Casual Dining,Fri,late,21:00-02:00,10.8,Minimal
Corktown,Casual Dining,Sat,morning,06:00-11:00,3.8,Minimal
Corktown,Casual Dining,Sat,midday,11:00-16:00,24.0,Light
Corktown,Casual Dining,Sat,dinner,16:00-21:00,47.5,Moderate
Corktown,Casual Dining,Sat,late,21:00-02:00,10.1,Minimal
Corktown,Casual Dining,Sun,morning,06:00-11:00,2.5,Minimal
Corktown,Casual Dining,Sun,midday,11:00-16:00,17.9,Minimal
Corktown,Casual Dining,Sun,dinner,16:00-21:00,32.4,Light
Corktown,Casual Dining,Sun,late,21:00-02:00,2.8,Minimal
Corktown,Fast Casual,Mon,morning,06:00-11:00,3.7,Minimal
Corktown,Fast Casual,Mon,midday,11:00-16:00,22.3,Light
Corktown,Fast Casual,Mon,dinner,16:00-21:00,12.7,Minimal
Corktown,Fast Casual,Mon,late,21:00-02:00,0.0,Minimal
Corktown,Fast Casual,Tue,morning,06:00-11:00,4.3,Minimal
Corktown,Fast Casual,Tue,midday,11:00-16:00,25.7,Light
Corktown,Fast Casual,Tue,dinner,16:00-21:00,14.6,Minimal
Corktown,Fast Casual,Tue,late,21:00-02:00,0.0,Minimal
Corktown,Fast Casual,Wed,morning,06:00-11:00,5.0,Minimal
Corktown,Fast Casual,Wed,midday,11:00-16:00,29.7,Light
Corktown,Fast Casual,Wed,dinner,16:00-21:00,17.0,Minimal
Corktown,Fast Casual,Wed,late,21:00-02:00,0.0,Minimal
Corktown,Fast Casual,Thu,morning,06:00-11:00,5.5,Minimal
Corktown,Fast Casual,Thu,midday,11:00-16:00,30.9,Light
Corktown,Fast Casual,Thu,dinner,16:00-21:00,22.1,Light
Corktown,Fast Casual,Thu,late,21:00-02:00,0.0,Minimal
Corktown,Fast Casual,Fri,morning,06:00-11:00,5.9,Minimal
Corktown,Fast Casual,Fri,midday,11:00-16:00,32.8,Light
Corktown,Fast Casual,Fri,dinner,16:00-21:00,23.5,Light
Corktown,Fast Casual,Fri,late,21:00-02:00,0.0,Minimal
Corktown,Fast Casual,Sat,morning,06:00-11:00,3.7,Minimal
Corktown,Fast Casual,Sat,midday,11:00-16:00,24.2,Light
Corktown,Fast Casual,Sat,dinner,16:00-21:00,22.3,Light
Corktown,Fast Casual,Sat,late,21:00-02:00,0.0,Minimal
Corktown,Fast Casual,Sun,morning,06:00-11:00,2.4,Minimal
Corktown,Fast Casual,Sun,midday,11:00-16:00,16.0,Minimal
Corktown,Fast Casual,Sun,dinner,16:00-21:00,14.7,Minimal
Corktown,Fast Casual,Sun,late,21:00-02:00,0.0,Minimal
Corktown,Coffee Shop,Mon,morning,06:00-11:00,15.8,Minimal
Corktown,Coffee Shop,Mon,midday,11:00-16:00,13.0,Minimal
Corktown,Coffee Shop,Mon,dinner,16:00-21:00,3.5,Minimal
Corktown,Coffee Shop,Mon,late,21:00-02:00,0.0,Minimal
Corktown,Coffee Shop,Tue,morning,06:00-11:00,17.5,Minimal
Corktown,Coffee Shop,Tue,midday,11:00-16:00,14.4,Minimal
Corktown,Coffee Shop,Tue,dinner,16:00-21:00,3.9,Minimal
Corktown,Coffee Shop,Tue,late,21:00-02:00,0.0,Minimal
Corktown,Coffee Shop,Wed,morning,06:00-11:00,20.2,Light
Corktown,Coffee Shop,Wed,midday,11:00-16:00,16.5,Minimal
Corktown,Coffee Shop,Wed,dinner,16:00-21:00,4.5,Minimal
Corktown,Coffee Shop,Wed,late,21:00-02:00,0.0,Minimal
Corktown,Coffee Shop,Thu,morning,06:00-11:00,21.4,Light
Corktown,Coffee Shop,Thu,midday,11:00-16:00,18.1,Minimal
Corktown,Coffee Shop,Thu,dinner,16:00-21:00,6.5,Minimal
Corktown,Coffee Shop,Thu,late,21:00-02:00,0.0,Minimal
Corktown,Coffee Shop,Fri,morning,06:00-11:00,21.2,Light
Corktown,Coffee Shop,Fri,midday,11:00-16:00,18.9,Minimal
Corktown,Coffee Shop,Fri,dinner,16:00-21:00,9.4,Minimal
Corktown,Coffee Shop,Fri,late,21:00-02:00,0.0,Minimal
Corktown,Coffee Shop,Sat,morning,06:00-11:00,15.0,Minimal
Corktown,Coffee Shop,Sat,midday,11:00-16:00,18.1,Minimal
Corktown,Coffee Shop,Sat,dinner,16:00-21:00,8.3,Minimal
Corktown,Coffee Shop,Sat,late,21:00-02:00,0.0,Minimal
Corktown,Coffee Shop,Sun,morning,06:00-11:00,9.4,Minimal
Corktown,Coffee Shop,Sun,midday,11:00-16:00,13.0,Minimal
Corktown,Coffee Shop,Sun,dinner,16:00-21:00,5.6,Minimal
Corktown,Coffee Shop,Sun,late,21:00-02:00,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Mon,morning,06:00-11:00,7.7,Minimal
Corktown,Breakfast / Brunch Cafe,Mon,midday,11:00-16:00,8.7,Minimal
Corktown,Breakfast / Brunch Cafe,Mon,dinner,16:00-21:00,0.6,Minimal
Corktown,Breakfast / Brunch Cafe,Mon,late,21:00-02:00,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Tue,morning,06:00-11:00,8.0,Minimal
Corktown,Breakfast / Brunch Cafe,Tue,midday,11:00-16:00,9.0,Minimal
Corktown,Breakfast / Brunch Cafe,Tue,dinner,16:00-21:00,0.6,Minimal
Corktown,Breakfast / Brunch Cafe,Tue,late,21:00-02:00,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Wed,morning,06:00-11:00,9.2,Minimal
Corktown,Breakfast / Brunch Cafe,Wed,midday,11:00-16:00,10.4,Minimal
Corktown,Breakfast / Brunch Cafe,Wed,dinner,16:00-21:00,0.7,Minimal
Corktown,Breakfast / Brunch Cafe,Wed,late,21:00-02:00,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Thu,morning,06:00-11:00,11.5,Minimal
Corktown,Breakfast / Brunch Cafe,Thu,midday,11:00-16:00,14.1,Minimal
Corktown,Breakfast / Brunch Cafe,Thu,dinner,16:00-21:00,2.0,Minimal
Corktown,Breakfast / Brunch Cafe,Thu,late,21:00-02:00,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Fri,morning,06:00-11:00,14.7,Minimal
Corktown,Breakfast / Brunch Cafe,Fri,midday,11:00-16:00,20.4,Light
Corktown,Breakfast / Brunch Cafe,Fri,dinner,16:00-21:00,4.1,Minimal
Corktown,Breakfast / Brunch Cafe,Fri,late,21:00-02:00,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Sat,morning,06:00-11:00,20.9,Light
Corktown,Breakfast / Brunch Cafe,Sat,midday,11:00-16:00,46.0,Moderate
Corktown,Breakfast / Brunch Cafe,Sat,dinner,16:00-21:00,4.9,Minimal
Corktown,Breakfast / Brunch Cafe,Sat,late,21:00-02:00,0.0,Minimal
Corktown,Breakfast / Brunch Cafe,Sun,morning,06:00-11:00,17.6,Minimal
Corktown,Breakfast / Brunch Cafe,Sun,midday,11:00-16:00,44.9,Moderate
Corktown,Breakfast / Brunch Cafe,Sun,dinner,16:00-21:00,3.3,Minimal
Corktown,Breakfast / Brunch Cafe,Sun,late,21:00-02:00,0.0,Minimal
Corktown,Sports Bar,Mon,morning,06:00-11:00,0.0,Minimal
Corktown,Sports Bar,Mon,midday,11:00-16:00,6.4,Minimal
Corktown,Sports Bar,Mon,dinner,16:00-21:00,20.4,Light
Corktown,Sports Bar,Mon,late,21:00-02:00,7.2,Minimal
Corktown,Sports Bar,Tue,morning,06:00-11:00,0.0,Minimal
Corktown,Sports Bar,Tue,midday,11:00-16:00,6.4,Minimal
Corktown,Sports Bar,Tue,dinner,16:00-21:00,19.7,Minimal
Corktown,Sports Bar,Tue,late,21:00-02:00,6.7,Minimal
Corktown,Sports Bar,Wed,morning,06:00-11:00,0.0,Minimal
Corktown,Sports Bar,Wed,midday,11:00-16:00,7.5,Minimal
Corktown,Sports Bar,Wed,dinner,16:00-21:00,23.0,Light
Corktown,Sports Bar,Wed,late,21:00-02:00,7.8,Minimal
Corktown,Sports Bar,Thu,morning,06:00-11:00,0.0,Minimal
Corktown,Sports Bar,Thu,midday,11:00-16:00,8.8,Minimal
Corktown,Sports Bar,Thu,dinner,16:00-21:00,31.8,Light
Corktown,Sports Bar,Thu,late,21:00-02:00,12.7,Minimal
Corktown,Sports Bar,Fri,morning,06:00-11:00,0.0,Minimal
Corktown,Sports Bar,Fri,midday,11:00-16:00,12.4,Minimal
Corktown,Sports Bar,Fri,dinner,16:00-21:00,35.4,Light
Corktown,Sports Bar,Fri,late,21:00-02:00,32.9,Light
Corktown,Sports Bar,Sat,morning,06:00-11:00,0.0,Minimal
Corktown,Sports Bar,Sat,midday,11:00-16:00,17.5,Minimal
Corktown,Sports Bar,Sat,dinner,16:00-21:00,38.8,Light
Corktown,Sports Bar,Sat,late,21:00-02:00,33.6,Light
Corktown,Sports Bar,Sun,morning,06:00-11:00,0.0,Minimal
Corktown,Sports Bar,Sun,midday,11:00-16:00,12.8,Minimal
Corktown,Sports Bar,Sun,dinner,16:00-21:00,35.1,Light
Corktown,Sports Bar,Sun,late,21:00-02:00,12.3,Minimal
Corktown,Cocktail Lounge,Mon,morning,06:00-11:00,0.0,Minimal
Corktown,Cocktail Lounge,Mon,midday,11:00-16:00,0.2,Minimal
Corktown,Cocktail Lounge,Mon,dinner,16:00-21:00,3.0,Minimal
Corktown,Cocktail Lounge,Mon,late,21:00-02:00,2.6,Minimal
Corktown,Cocktail Lounge,Tue,morning,06:00-11:00,0.0,Minimal
Corktown,Cocktail Lounge,Tue,midday,11:00-16:00,0.4,Minimal
Corktown,Cocktail Lounge,Tue,dinner,16:00-21:00,5.5,Minimal
Corktown,Cocktail Lounge,Tue,late,21:00-02:00,4.9,Minimal
Corktown,Cocktail Lounge,Wed,morning,06:00-11:00,0.0,Minimal
Corktown,Cocktail Lounge,Wed,midday,11:00-16:00,1.0,Minimal
Corktown,Cocktail Lounge,Wed,dinner,16:00-21:00,13.5,Minimal
Corktown,Cocktail Lounge,Wed,late,21:00-02:00,12.0,Minimal
Corktown,Cocktail Lounge,Thu,morning,06:00-11:00,0.0,Minimal
Corktown,Cocktail Lounge,Thu,midday,11:00-16:00,2.8,Minimal
Corktown,Cocktail Lounge,Thu,dinner,16:00-21:00,36.1,Light
Corktown,Cocktail Lounge,Thu,late,21:00-02:00,36.5,Light
Corktown,Cocktail Lounge,Fri,morning,06:00-11:00,0.0,Minimal
Corktown,Cocktail Lounge,Fri,midday,11:00-16:00,2.7,Minimal
Corktown,Cocktail Lounge,Fri,dinner,16:00-21:00,53.5,Moderate
Corktown,Cocktail Lounge,Fri,late,21:00-02:00,66.5,High
Corktown,Cocktail Lounge,Sat,morning,06:00-11:00,0.0,Minimal
Corktown,Cocktail Lounge,Sat,midday,11:00-16:00,2.8,Minimal
Corktown,Cocktail Lounge,Sat,dinner,16:00-21:00,54.2,Moderate
Corktown,Cocktail Lounge,Sat,late,21:00-02:00,67.3,High
Corktown,Cocktail Lounge,Sun,morning,06:00-11:00,0.0,Minimal
Corktown,Cocktail Lounge,Sun,midday,11:00-16:00,0.7,Minimal
Corktown,Cocktail Lounge,Sun,dinner,16:00-21:00,10.4,Minimal
Corktown,Cocktail Lounge,Sun,late,21:00-02:00,9.2,Minimal
Eastern Market,Fine Dining,Mon,morning,06:00-11:00,0.0,Minimal
Eastern Market,Fine Dining,Mon,midday,11:00-16:00,1.8,Minimal
Eastern Market,Fine Dining,Mon,dinner,16:00-21:00,2.5,Minimal
Eastern Market,Fine Dining,Mon,late,21:00-02:00,0.1,Minimal
Eastern Market,Fine Dining,Tue,morning,06:00-11:00,0.0,Minimal
Eastern Market,Fine Dining,Tue,midday,11:00-16:00,4.3,Minimal
Eastern Market,Fine Dining,Tue,dinner,16:00-21:00,5.2,Minimal
Eastern Market,Fine Dining,Tue,late,21:00-02:00,0.3,Minimal
Eastern Market,Fine Dining,Wed,morning,06:00-11:00,0.0,Minimal
Eastern Market,Fine Dining,Wed,midday,11:00-16:00,8.7,Minimal
Eastern Market,Fine Dining,Wed,dinner,16:00-21:00,10.6,Minimal
Eastern Market,Fine Dining,Wed,late,21:00-02:00,0.5,Minimal
Eastern Market,Fine Dining,Thu,morning,06:00-11:00,0.0,Minimal
Eastern Market,Fine Dining,Thu,midday,11:00-16:00,16.4,Minimal
Eastern Market,Fine Dining,Thu,dinner,16:00-21:00,21.2,Light
Eastern Market,Fine Dining,Thu,late,21:00-02:00,1.6,Minimal
Eastern Market,Fine Dining,Fri,morning,06:00-11:00,0.0,Minimal
Eastern Market,Fine Dining,Fri,midday,11:00-16:00,17.7,Minimal
Eastern Market,Fine Dining,Fri,dinner,16:00-21:00,29.1,Light
Eastern Market,Fine Dining,Fri,late,21:00-02:00,3.8,Minimal
Eastern Market,Fine Dining,Sat,morning,06:00-11:00,0.0,Minimal
Eastern Market,Fine Dining,Sat,midday,11:00-16:00,21.5,Light
Eastern Market,Fine Dining,Sat,dinner,16:00-21:00,35.4,Light
Eastern Market,Fine Dining,Sat,late,21:00-02:00,4.7,Minimal
Eastern Market,Fine Dining,Sun,morning,06:00-11:00,0.0,Minimal
Eastern Market,Fine Dining,Sun,midday,11:00-16:00,3.3,Minimal
Eastern Market,Fine Dining,Sun,dinner,16:00-21:00,4.6,Minimal
Eastern Market,Fine Dining,Sun,late,21:00-02:00,0.2,Minimal
Eastern Market,Upscale Casual,Mon,morning,06:00-11:00,0.9,Minimal
Eastern Market,Upscale Casual,Mon,midday,11:00-16:00,5.4,Minimal
Eastern Market,Upscale Casual,Mon,dinner,16:00-21:00,3.6,Minimal
Eastern Market,Upscale Casual,Mon,late,21:00-02:00,0.2,Minimal
Eastern Market,Upscale Casual,Tue,morning,06:00-11:00,1.5,Minimal
Eastern Market,Upscale Casual,Tue,midday,11:00-16:00,8.9,Minimal
Eastern Market,Upscale Casual,Tue,dinner,16:00-21:00,5.9,Minimal
Eastern Market,Upscale Casual,Tue,late,21:00-02:00,0.3,Minimal
Eastern Market,Upscale Casual,Wed,morning,06:00-11:00,2.4,Minimal
Eastern Market,Upscale Casual,Wed,midday,11:00-16:00,13.5,Minimal
Eastern Market,Upscale Casual,Wed,dinner,16:00-21:00,9.6,Minimal
Eastern Market,Upscale Casual,Wed,late,21:00-02:00,0.7,Minimal
Eastern Market,Upscale Casual,Thu,morning,06:00-11:00,3.9,Minimal
Eastern Market,Upscale Casual,Thu,midday,11:00-16:00,19.9,Minimal
Eastern Market,Upscale Casual,Thu,dinner,16:00-21:00,14.9,Minimal
Eastern Market,Upscale Casual,Thu,late,21:00-02:00,1.4,Minimal
Eastern Market,Upscale Casual,Fri,morning,06:00-11:00,5.5,Minimal
Eastern Market,Upscale Casual,Fri,midday,11:00-16:00,22.1,Light
Eastern Market,Upscale Casual,Fri,dinner,16:00-21:00,21.0,Light
Eastern Market,Upscale Casual,Fri,late,21:00-02:00,2.9,Minimal
Eastern Market,Upscale Casual,Sat,morning,06:00-11:00,11.9,Minimal
Eastern Market,Upscale Casual,Sat,midday,11:00-16:00,41.1,Moderate
Eastern Market,Upscale Casual,Sat,dinner,16:00-21:00,25.0,Light
Eastern Market,Upscale Casual,Sat,late,21:00-02:00,3.1,Minimal
Eastern Market,Upscale Casual,Sun,morning,06:00-11:00,4.5,Minimal
Eastern Market,Upscale Casual,Sun,midday,11:00-16:00,18.1,Minimal
Eastern Market,Upscale Casual,Sun,dinner,16:00-21:00,10.2,Minimal
Eastern Market,Upscale Casual,Sun,late,21:00-02:00,0.4,Minimal
Eastern Market,Casual Dining,Mon,morning,06:00-11:00,2.7,Minimal
